qualifyId	driverId	number	position
4774	24	23	23
4775	817	22	24
4776	20	1	1
4777	1	3	2
4778	18	4	3
4779	13	6	4
4780	4	5	5
4781	17	2	6
4782	3	8	7
4783	16	14	8
4784	30	7	9
4785	815	17	10
4786	814	15	11
4787	808	10	12
4788	155	16	13
4789	2	9	14
4790	22	11	15
4791	153	19	16
4792	813	12	17
4793	67	18	18
4794	5	20	19
4795	15	21	20
4796	10	24	21
4797	24	23	22
4798	817	22	23
4799	816	25	24
4800	20	1	1
4801	1	3	2
4802	17	2	3
4803	13	6	4
4804	3	8	5
4805	153	19	6
4806	811	9	7
4807	4	5	8
4808	815	17	9
4809	808	10	10
4810	67	18	11
4811	155	16	12
4812	18	4	13
4813	22	11	14
4814	16	14	15
4815	813	12	16
4816	5	20	17
4817	814	15	18
4818	15	21	19
4819	10	24	20
4820	816	25	21
4821	24	23	22
4822	817	22	23
4823	20	1	1
4824	17	2	2
4825	18	4	3
4826	1	3	4
4827	4	5	5
4828	13	6	6
4829	3	8	7
4830	30	7	8
4831	16	14	9
4832	814	15	10
4833	815	17	11
4834	22	11	12
4835	813	12	13
4836	67	18	14
4837	811	9	15
4838	153	19	16
4839	155	16	17
4840	808	10	18
4841	5	20	19
4842	15	21	20
4843	10	24	21
4844	816	25	22
4845	817	22	23
4846	24	23	24
4847	20	1	1
4848	18	4	2
4849	1	3	3
4850	13	6	4
4851	4	5	5
4852	17	2	6
4853	155	16	10
4854	30	7	7
4855	811	9	8
4856	808	10	9
4857	16	14	11
4858	814	15	12
4859	22	11	13
4860	813	12	14
4861	67	18	15
4862	153	19	16
4863	815	17	17
4864	5	20	18
4865	15	21	19
4866	816	25	20
4867	10	24	21
4868	817	22	22
4869	3	8	23
4870	24	23	24
4871	1	3	1
4872	20	1	2
4873	18	4	3
4874	17	2	4
4875	13	6	5
4876	4	5	6
4877	3	8	7
4878	808	10	8
4879	814	15	9
4880	16	14	10
4881	153	19	11
4882	30	7	12
4883	67	18	13
4884	155	16	14
4885	811	9	15
4886	813	12	16
4887	815	17	17
4888	22	11	18
4889	5	20	19
4890	15	21	20
4891	10	24	21
4892	816	25	22
4893	24	23	23
4894	817	22	24
4895	20	1	1
4896	1	3	2
4897	17	2	3
4898	4	5	4
4899	18	4	5
4900	13	6	6
4901	3	8	7
4902	16	14	8
4903	67	18	9
4904	153	19	10
4905	808	10	11
4906	30	7	12
4907	814	15	13
4908	813	12	14
4909	811	9	15
4910	22	11	16
4911	815	17	17
4912	155	16	18
4913	5	20	19
4914	15	21	20
4915	817	23	21
4916	39	22	22
4917	816	25	23
4918	10	24	24
4919	20	1	1
4920	1	3	2
4921	18	4	3
4922	17	2	4
4923	4	5	5
4924	13	6	6
4925	3	8	7
4926	30	7	8
4927	16	14	9
4928	814	15	10
4929	815	17	11
4930	808	10	12
4931	67	18	13
4932	811	9	14
4933	153	19	15
4934	155	16	16
4935	813	12	17
4936	5	20	18
4937	15	21	19
4938	10	24	20
4939	817	22	21
4940	816	25	22
4941	24	23	23
4942	20	1	1
4943	17	2	2
4944	18	4	3
4945	1	3	4
4946	4	5	5
4947	3	8	6
4948	13	6	7
4949	16	14	8
4950	811	9	9
4951	30	7	10
4952	814	15	11
4953	22	11	12
4954	153	19	13
4955	67	18	14
4956	808	10	15
4957	155	16	16
4958	815	17	17
4959	813	12	18
4960	5	20	19
4961	15	21	20
4962	24	23	21
4963	817	22	22
4964	816	25	23
4965	10	24	24
4966	1	4	1
4967	18	3	2
4968	154	10	3
4969	30	7	4
4970	17	2	5
4971	20	1	6
4972	3	8	7
4973	813	18	8
4974	807	12	9
4975	817	16	10
4976	818	17	11
4977	4	5	12
4978	155	14	13
4979	811	19	14
4980	814	11	15
4981	13	6	16
4982	815	15	17
4983	8	9	18
4984	5	20	19
4985	808	21	20
4986	10	24	21
4987	819	25	22
4988	37	22	23
4989	39	23	24
4990	1	4	1
4991	18	3	2
4992	30	7	3
4993	17	2	4
4994	8	9	5
4995	20	1	6
4996	154	10	7
4997	3	8	8
4998	4	5	9
4999	815	15	10
5000	813	18	11
5001	13	6	12
5002	811	19	13
5003	814	11	14
5004	817	16	15
5005	807	12	16
5006	155	14	17
5007	818	17	18
5008	5	20	19
5009	808	21	20
5010	10	24	21
5011	819	25	22
5012	37	22	23
5013	39	23	24
5014	3	8	1
5015	1	4	2
5016	30	7	3
5017	155	14	4
5018	8	9	5
5019	18	3	6
5020	17	2	7
5021	815	15	8
5022	4	5	9
5023	154	10	10
5024	20	1	11
5025	13	6	12
5026	813	18	13
5027	811	19	14
5028	814	11	15
5029	807	12	16
5030	817	16	17
5031	818	17	18
5032	5	20	19
5033	808	21	20
5034	10	24	21
5035	819	25	22
5036	37	22	23
5037	39	23	24
5038	20	1	1
5039	1	4	2
5040	17	2	3
5041	18	3	4
5042	3	8	5
5043	817	16	6
5044	154	10	7
5045	815	15	8
5046	4	5	9
5047	814	11	10
5048	8	9	11
5049	155	14	12
5050	807	12	13
5051	13	6	14
5052	811	19	15
5053	5	20	16
5054	813	18	17
5055	30	7	18
5056	818	17	19
5057	808	21	20
5058	819	25	21
5059	37	22	22
5060	10	24	23
5061	39	23	24
5062	1	4	1
5063	813	18	2
5064	4	5	3
5065	154	10	4
5066	8	9	5
5067	815	15	6
5068	3	8	7
5069	20	1	8
5070	30	7	9
5071	155	14	10
5072	18	3	11
5073	17	2	12
5074	814	11	13
5075	807	12	14
5076	818	17	15
5077	817	16	16
5078	13	6	17
5079	811	19	18
5080	808	21	19
5081	5	20	20
5082	819	25	21
5083	10	24	22
5084	37	22	23
5085	39	23	24
5086	30	7	1
5087	17	2	2
5088	3	8	3
5089	1	4	4
5090	154	10	5
5091	4	5	6
5092	13	6	7
5093	8	9	8
5094	813	18	9
5095	20	1	10
5096	807	12	11
5097	155	14	12
5098	18	3	13
5099	811	19	14
5100	814	11	15
5101	817	16	16
5102	818	17	17
5103	5	20	18
5104	808	21	19
5105	10	24	20
5106	37	22	21
5107	819	25	22
5108	39	23	23
5109	20	1	1
5110	1	4	2
5111	4	5	3
5112	17	2	4
5113	3	8	5
5114	13	6	6
5115	154	10	7
5116	814	11	8
5117	30	7	9
5118	18	3	10
5119	155	14	11
5120	8	9	12
5121	807	12	13
5122	817	16	14
5123	815	15	15
5124	811	19	16
5125	813	18	17
5126	5	20	18
5127	808	21	19
5128	818	17	20
5129	37	22	21
5130	10	24	22
5131	819	25	23
5132	39	23	24
5133	20	1	1
5134	1	4	2
5135	813	18	3
5136	154	10	4
5137	8	9	5
5138	3	8	6
5139	155	14	7
5140	807	12	8
5141	18	3	9
5142	814	11	10
5143	4	5	11
5144	30	7	12
5145	13	6	13
5146	811	19	14
5147	815	15	15
5148	5	20	16
5149	817	16	17
5150	818	17	18
5151	17	2	19
5152	808	21	20
5153	37	22	21
5154	39	23	22
5155	819	25	23
5156	4	5	1
5157	17	2	2
5158	30	7	3
5159	20	1	4
5160	13	6	5
5161	8	9	6
5162	813	18	7
5163	1	4	8
5164	807	12	9
5165	154	10	10
5166	814	11	11
5167	155	14	12
5168	3	8	13
5169	817	16	14
5170	811	19	15
5171	818	17	16
5172	815	15	17
5173	18	3	18
5174	808	21	19
5175	5	20	20
5176	10	24	21
5177	37	22	22
5178	39	23	23
5179	819	25	24
5180	4	5	1
5181	20	1	2
5182	17	2	3
5183	30	7	4
5184	807	12	5
5185	813	18	6
5186	18	3	7
5187	1	4	8
5188	814	11	9
5189	8	9	10
5190	817	16	11
5191	815	15	12
5192	155	14	13
5193	13	6	14
5194	154	10	15
5195	811	19	16
5196	3	8	17
5197	818	17	18
5198	5	20	19
5199	808	21	20
5200	819	25	21
5201	10	24	22
5202	37	22	23
5203	39	23	24
5204	1	4	1
5205	154	10	2
5206	20	1	3
5207	18	3	4
5208	8	9	5
5209	4	5	6
5210	13	6	7
5211	813	18	8
5212	811	19	9
5213	807	12	10
5214	17	2	11
5215	814	11	12
5216	3	8	13
5217	815	15	14
5218	155	14	15
5219	818	17	16
5220	30	7	17
5221	817	16	18
5222	5	20	19
5223	808	21	20
5224	819	25	21
5225	10	24	22
5226	37	22	23
5227	39	23	24
5228	18	3	1
5229	155	14	2
5230	813	18	3
5231	8	9	4
5232	815	15	5
5233	4	5	6
5234	17	2	7
5235	1	4	8
5236	154	10	9
5237	814	11	10
5238	20	1	11
5239	807	12	12
5240	30	7	13
5241	13	6	14
5242	818	17	15
5243	817	16	16
5244	811	19	17
5245	3	8	18
5246	5	20	19
5247	808	21	20
5248	10	24	21
5249	37	22	22
5250	819	25	23
5251	39	23	24
5252	1	4	1
5253	18	3	2
5254	13	6	3
5255	814	11	4
5256	30	7	5
5257	20	1	6
5258	3	8	7
5259	8	9	8
5260	155	14	9
5261	4	5	10
5262	17	2	11
5263	813	18	12
5264	815	15	13
5265	811	19	14
5266	817	16	15
5267	816	10	16
5268	818	17	17
5269	5	20	18
5270	808	21	19
5271	10	24	20
5272	819	25	21
5273	39	23	22
5274	37	22	23
5275	1	4	1
5276	813	18	2
5277	20	1	3
5278	18	3	4
5279	4	5	5
5280	814	11	6
5281	17	2	7
5282	154	10	8
5283	30	7	9
5284	3	8	10
5285	807	12	11
5286	8	9	12
5287	13	6	13
5288	815	15	14
5289	817	16	15
5290	818	17	16
5291	811	19	17
5292	155	14	18
5293	808	21	19
5294	5	20	20
5295	10	24	21
5296	819	25	22
5297	39	23	23
5298	37	22	24
5299	20	1	1
5300	17	2	2
5301	18	3	3
5302	155	14	4
5303	154	10	5
5304	815	15	6
5305	4	5	7
5306	8	9	8
5307	1	4	9
5308	807	12	10
5309	13	6	11
5310	814	11	12
5311	30	7	13
5312	813	18	14
5313	3	8	15
5314	817	16	16
5315	818	17	17
5316	811	19	18
5317	5	20	19
5318	10	24	20
5319	37	22	21
5320	819	25	22
5321	808	21	23
5322	39	23	24
5323	17	2	1
5324	20	1	2
5325	1	4	3
5326	4	5	4
5327	8	9	5
5328	13	6	6
5329	154	10	7
5330	807	12	8
5331	3	8	9
5332	30	7	10
5333	18	3	11
5334	815	15	12
5335	155	14	13
5336	814	11	14
5337	813	18	15
5338	817	16	16
5339	818	17	17
5340	811	19	18
5341	808	21	19
5342	5	20	20
5343	819	25	21
5344	10	24	22
5345	37	22	23
5346	20	1	1
5347	17	2	2
5348	1	4	3
5349	18	3	4
5350	4	5	5
5351	13	6	6
5352	8	9	7
5353	815	15	8
5354	813	18	9
5355	3	8	10
5356	154	10	11
5357	807	12	12
5358	811	19	13
5359	30	7	14
5360	817	16	15
5361	814	11	16
5362	155	14	17
5363	818	17	18
5364	808	21	19
5365	5	20	20
5366	10	24	21
5367	37	22	22
5368	39	23	23
5369	819	25	24
5370	1	4	1
5371	17	2	2
5372	20	1	3
5373	813	18	4
5374	8	9	5
5375	18	3	6
5376	4	5	7
5377	3	8	8
5378	13	6	9
5379	154	10	10
5380	807	12	11
5381	815	15	12
5382	814	11	13
5383	30	7	14
5384	811	19	15
5385	155	14	16
5386	817	16	17
5387	818	17	18
5388	5	20	19
5389	819	25	20
5390	808	21	21
5391	10	24	22
5392	37	22	23
5393	39	23	24
5394	20	1	1
5395	1	4	2
5396	17	2	3
5397	154	10	4
5398	8	9	5
5399	30	7	6
5400	13	6	7
5401	807	12	8
5402	4	5	9
5403	813	18	10
5404	811	19	11
5405	18	3	12
5406	814	11	13
5407	818	17	14
5408	815	15	15
5409	155	14	16
5410	3	8	17
5411	817	16	18
5412	10	24	19
5413	819	25	20
5414	808	21	21
5415	5	20	22
5416	37	22	23
5417	39	23	24
5418	1	4	1
5419	18	3	2
5420	17	2	3
5421	20	1	4
5422	13	6	5
5423	813	18	6
5424	807	12	7
5425	4	5	8
5426	8	9	9
5427	3	8	10
5428	814	11	11
5429	811	19	12
5430	815	15	13
5431	30	7	14
5432	155	14	15
5433	817	16	16
5434	818	17	17
5435	154	10	18
5436	808	21	19
5437	5	20	20
5438	10	24	21
5439	819	25	22
5440	39	23	23
5441	37	22	24
5442	20	1	1
5443	17	2	2
5444	1	10	3
5445	13	4	4
5446	4	3	5
5447	3	9	6
5448	8	7	7
5449	154	8	8
5450	814	14	9
5451	18	5	10
5452	807	11	11
5453	16	15	12
5454	818	18	13
5455	817	19	14
5456	815	6	15
5457	822	17	16
5458	813	16	17
5459	821	12	18
5460	824	22	19
5461	820	23	20
5462	823	21	21
5463	819	20	22
5464	20	1	1
5465	13	4	2
5466	4	3	3
5467	1	10	4
5468	17	2	5
5469	3	9	6
5470	8	7	7
5471	18	5	8
5472	16	15	9
5473	815	6	10
5474	154	8	11
5475	807	11	12
5476	817	19	13
5477	821	12	14
5478	814	14	15
5479	813	16	16
5480	818	18	17
5481	822	17	18
5482	824	22	19
5483	819	20	20
5484	820	23	21
5485	823	21	22
5486	1	10	1
5487	8	7	2
5488	4	3	3
5489	3	9	4
5490	13	4	5
5491	154	8	6
5492	817	19	7
5493	18	5	8
5494	20	1	9
5495	807	11	10
5496	814	14	11
5497	815	6	12
5498	16	15	13
5499	17	2	14
5500	813	16	15
5501	818	18	16
5502	822	17	17
5503	821	12	18
5504	824	22	19
5505	820	23	20
5506	819	20	21
5507	823	21	22
5508	3	9	1
5509	20	1	2
5510	4	3	3
5511	1	10	4
5512	17	2	5
5513	13	4	6
5514	814	14	7
5515	16	15	8
5516	8	7	9
5517	18	5	10
5518	154	8	11
5519	815	6	12
5520	817	19	13
5521	807	11	14
5522	822	17	15
5523	818	18	16
5524	813	16	17
5525	821	12	18
5526	819	20	19
5527	824	22	20
5528	823	21	21
5529	820	23	22
5530	3	9	1
5531	1	10	2
5532	20	1	3
5533	8	7	4
5534	4	3	5
5535	13	4	6
5536	154	8	7
5537	17	2	8
5538	815	6	9
5539	814	14	10
5540	817	19	11
5541	818	18	12
5542	16	15	13
5543	18	5	14
5544	807	11	15
5545	821	12	16
5546	822	17	17
5547	813	16	18
5548	823	21	19
5549	824	22	20
5550	820	23	21
5551	819	20	22
5552	3	9	1
5553	1	10	2
5554	20	1	3
5555	17	2	4
5556	8	7	5
5557	4	3	6
5558	815	6	7
5559	16	15	8
5560	18	5	9
5561	818	18	10
5562	807	11	11
5563	817	19	12
5564	154	8	13
5565	822	17	14
5566	823	21	15
5567	813	16	16
5568	814	14	17
5569	819	20	18
5570	821	12	19
5571	820	23	20
5572	824	22	21
5573	13	4	22
5574	20	1	1
5575	1	10	2
5576	822	17	3
5577	3	9	4
5578	17	2	5
5579	4	3	6
5580	818	18	7
5581	16	15	8
5582	8	7	9
5583	817	19	10
5584	807	11	11
5585	815	6	12
5586	813	16	13
5587	18	5	14
5588	821	12	15
5589	13	4	16
5590	814	14	17
5591	819	20	18
5592	154	8	19
5593	824	22	20
5594	820	23	21
5595	823	21	22
5596	1	10	1
5597	3	9	2
5598	20	1	3
5599	17	2	4
5600	814	14	5
5601	817	19	6
5602	16	15	7
5603	154	8	8
5604	8	7	9
5605	4	3	10
5606	18	5	11
5607	13	4	12
5608	818	18	13
5609	815	6	14
5610	807	11	15
5611	813	16	16
5612	822	17	17
5613	821	12	18
5614	819	20	19
5615	824	22	20
5616	823	21	21
5617	820	23	22
5618	1	10	1
5619	20	1	2
5620	17	2	3
5621	8	7	4
5622	154	8	5
5623	817	19	6
5624	13	4	7
5625	4	3	8
5626	18	5	9
5627	807	11	10
5628	3	9	11
5629	814	14	12
5630	815	6	13
5631	821	12	14
5632	16	15	15
5633	818	18	16
5634	822	17	17
5635	813	16	18
5636	819	20	19
5637	824	22	20
5638	823	21	21
5639	820	23	22
5640	1	10	1
5641	20	1	2
5642	154	8	3
5643	3	9	4
5644	4	3	5
5645	8	7	6
5646	13	4	7
5647	817	19	8
5648	815	6	9
5649	17	2	10
5650	16	15	11
5651	807	11	12
5652	18	5	13
5653	818	18	14
5654	813	16	15
5655	822	17	16
5656	821	12	17
5657	814	14	18
5658	819	20	19
5659	823	21	20
5660	824	22	21
5661	820	23	22
5662	1	10	1
5663	20	1	2
5664	17	2	3
5665	3	9	4
5666	814	14	5
5667	18	5	6
5668	154	8	7
5669	8	7	8
5670	4	3	9
5671	13	4	10
5672	807	11	11
5673	16	15	12
5674	815	6	13
5675	823	21	14
5676	824	22	15
5677	820	23	16
5678	813	16	17
5679	818	18	18
5680	817	19	19
5681	822	17	20
5682	821	12	21
5683	819	20	22
5684	20	1	1
5685	17	2	2
5686	807	11	3
5687	13	4	4
5688	4	3	5
5689	3	9	6
5690	817	19	7
5691	815	6	8
5692	18	5	9
5693	818	18	10
5694	8	7	11
5695	1	10	12
5696	154	8	13
5697	16	15	14
5698	813	16	15
5699	814	14	16
5700	821	12	17
5701	822	17	18
5702	823	21	19
5703	819	20	20
5704	824	22	21
5705	820	23	22
5706	20	1	1
5707	3	9	2
5708	154	8	3
5709	17	2	4
5710	1	10	5
5711	13	4	6
5712	4	3	7
5713	18	5	8
5714	817	19	9
5715	821	12	10
5716	807	11	11
5717	818	18	12
5718	8	7	13
5719	815	6	14
5720	16	15	15
5721	822	17	16
5722	814	14	17
5723	813	16	18
5724	819	20	19
5725	823	21	20
5726	824	22	21
5727	820	23	22
5728	20	1	1
5729	1	10	2
5730	17	2	3
5731	154	8	4
5732	3	9	5
5733	4	3	6
5734	13	4	7
5735	807	11	8
5736	821	12	9
5737	8	7	10
5738	815	6	11
5739	18	5	12
5740	817	19	13
5741	16	15	14
5742	814	14	15
5743	818	18	16
5744	822	17	17
5745	813	16	18
5746	819	20	19
5747	823	21	20
5748	824	22	21
5749	820	23	22
5750	17	2	1
5751	20	1	2
5752	1	10	3
5753	154	8	4
5754	13	4	5
5755	3	9	6
5756	807	11	7
5757	4	3	8
5758	8	7	9
5759	18	5	10
5760	815	6	11
5761	814	14	12
5762	822	17	13
5763	821	12	14
5764	813	16	15
5765	817	19	16
5766	16	15	17
5767	818	18	18
5768	820	23	19
5769	819	20	20
5770	823	21	21
5771	824	22	22
5772	20	1	1
5773	3	9	2
5774	1	10	3
5775	17	2	4
5776	13	4	5
5777	8	7	6
5778	807	11	7
5779	4	3	8
5780	815	6	9
5781	18	5	10
5782	817	19	11
5783	814	14	12
5784	16	15	13
5785	818	18	14
5786	822	17	15
5787	821	12	16
5788	154	8	17
5789	813	16	18
5790	824	22	19
5791	823	21	20
5792	819	20	21
5793	820	23	22
5794	17	2	1
5795	20	1	2
5796	3	9	3
5797	1	10	4
5798	8	7	5
5799	807	11	6
5800	154	8	7
5801	13	4	8
5802	815	6	9
5803	817	19	10
5804	4	3	11
5805	814	14	12
5806	18	5	13
5807	818	18	14
5808	813	16	15
5809	822	17	16
5810	821	12	17
5811	16	15	18
5812	823	21	19
5813	824	22	20
5814	819	20	21
5815	820	23	22
5816	20	1	1
5817	17	2	2
5818	154	8	3
5819	807	11	4
5820	1	10	5
5821	4	3	6
5822	815	6	7
5823	5	7	8
5824	822	17	9
5825	821	12	10
5826	817	19	11
5827	814	14	12
5828	18	5	13
5829	3	9	14
5830	13	4	15
5831	818	18	16
5832	16	15	17
5833	813	16	18
5834	823	21	19
5835	824	22	20
5836	819	20	21
5837	820	23	22
5838	20	1	1
5839	3	9	2
5840	4	3	3
5841	17	2	4
5842	1	10	5
5843	154	8	6
5844	817	19	7
5845	818	18	8
5846	13	4	9
5847	807	11	10
5848	5	7	11
5849	814	14	12
5850	822	17	13
5851	815	6	14
5852	18	5	15
5853	16	15	16
5854	813	16	17
5855	821	12	18
5856	819	20	19
5857	823	21	20
5858	824	22	21
5859	820	23	22
5860	1	44	1
5861	817	3	2
5862	3	6	3
5863	825	20	4
5864	4	14	5
5865	818	25	6
5866	807	27	7
5867	826	26	8
5868	13	19	9
5869	822	77	10
5870	18	22	11
5871	8	7	12
5872	20	1	13
5873	16	99	14
5874	155	10	15
5875	815	11	16
5876	820	4	17
5877	824	17	18
5878	821	21	19
5879	828	9	20
5880	154	8	21
5881	813	13	22
5882	1	44	1
5883	20	1	2
5884	3	6	3
5885	4	14	4
5886	817	3	5
5887	8	7	6
5888	807	27	7
5889	825	20	8
5890	818	25	9
5891	18	22	10
5892	826	26	11
5893	821	21	12
5894	13	19	13
5895	815	11	14
5896	822	77	15
5897	154	8	16
5898	813	13	17
5899	16	99	18
5900	824	17	19
5901	155	10	20
5902	820	4	21
5903	828	9	22
5904	3	6	1
5905	1	44	2
5906	817	3	3
5907	822	77	4
5908	815	11	5
5909	8	7	6
5910	18	22	7
5911	13	19	8
5912	825	20	9
5913	4	14	10
5914	20	1	11
5915	807	27	12
5916	826	26	13
5917	818	25	14
5918	821	21	15
5919	154	8	16
5920	813	13	17
5921	16	99	18
5922	155	10	19
5923	824	17	20
5924	828	9	21
5925	820	4	22
5926	20	1	1
5927	1	3	2
5928	18	4	3
5929	4	5	4
5930	17	2	5
5931	13	6	6
5932	808	10	7
5933	30	7	8
5934	3	8	9
5935	811	9	10
5936	814	15	11
5937	16	14	12
5938	22	11	13
5939	813	12	14
5940	815	17	15
5941	67	18	16
5942	155	16	17
5943	153	19	18
5944	15	21	19
5945	5	20	20
5946	10	24	21
5947	816	25	22
5948	817	22	23
5949	24	23	24
5950	1	44	1
5951	817	3	2
5952	20	1	3
5953	3	6	4
5954	4	14	5
5955	13	19	6
5956	822	77	7
5957	807	27	8
5958	818	25	9
5959	154	8	10
5960	8	7	11
5961	18	22	12
5962	826	26	13
5963	16	99	14
5964	825	20	15
5965	815	11	16
5966	821	21	17
5967	155	10	18
5968	824	17	19
5969	828	9	20
5970	820	4	21
5971	813	13	22
5972	1	44	1
5973	3	6	2
5974	817	3	3
5975	822	77	4
5976	154	8	5
5977	8	7	6
5978	4	14	7
5979	18	22	8
5980	13	19	9
5981	20	1	10
5982	807	27	11
5983	815	11	12
5984	826	26	13
5985	821	21	14
5986	825	20	15
5987	818	25	16
5988	16	99	17
5989	820	4	18
5990	824	17	19
5991	828	9	20
5992	155	10	21
5993	813	13	22
5994	3	6	1
5995	1	44	2
5996	817	3	3
5997	20	1	4
5998	4	14	5
5999	8	7	6
6000	818	25	7
6001	825	20	8
6002	826	26	9
6003	815	11	10
6004	807	27	11
6005	18	22	12
6006	822	77	13
6007	154	8	14
6008	813	13	15
6009	13	19	16
6010	821	21	17
6011	16	99	18
6012	824	17	19
6013	820	4	20
6014	155	10	21
6015	828	9	22
6016	3	6	1
6017	1	44	2
6018	20	1	3
6019	822	77	4
6020	13	19	5
6021	817	3	6
6022	4	14	7
6023	818	25	8
6024	18	22	9
6025	8	7	10
6026	807	27	11
6027	825	20	12
6028	815	11	13
6029	154	8	14
6030	826	26	15
6031	16	99	16
6032	813	13	17
6033	820	4	18
6034	824	17	19
6035	155	10	20
6036	828	9	21
6037	821	21	22
6038	13	19	1
6039	822	77	2
6040	3	6	3
6041	4	14	4
6042	817	3	5
6043	825	20	6
6044	826	26	7
6045	8	7	8
6046	1	44	9
6047	807	27	10
6048	815	11	11
6049	18	22	12
6050	20	1	13
6051	813	13	14
6052	818	25	15
6053	154	8	16
6054	16	99	17
6055	821	21	18
6056	824	17	19
6057	155	10	20
6058	820	4	21
6059	828	9	22
6060	3	6	1
6061	20	1	2
6062	18	22	3
6063	807	27	4
6064	825	20	5
6065	1	44	6
6066	815	11	7
6067	817	3	8
6068	826	26	9
6069	818	25	10
6070	154	8	11
6071	824	17	12
6072	820	4	13
6073	821	21	14
6074	813	13	15
6075	16	99	16
6076	822	77	17
6077	13	19	18
6078	4	14	19
6079	8	7	20
6080	828	9	21
6081	155	10	22
6082	3	6	1
6083	822	77	2
6084	13	19	3
6085	825	20	4
6086	817	3	5
6087	20	1	6
6088	4	14	7
6089	826	26	8
6090	807	27	9
6091	815	11	10
6092	18	22	11
6093	8	7	12
6094	818	25	13
6095	821	21	14
6096	154	8	15
6097	1	44	16
6098	16	99	17
6099	824	17	18
6100	813	13	19
6101	155	10	20
6102	820	4	21
6103	828	9	22
6104	3	6	1
6105	20	1	2
6106	822	77	3
6107	817	3	4
6108	4	14	5
6109	13	19	6
6110	18	22	7
6111	818	25	8
6112	807	27	9
6113	825	20	10
6114	826	26	11
6115	16	99	12
6116	815	11	13
6117	821	21	14
6118	154	8	15
6119	824	17	16
6120	8	7	17
6121	155	10	18
6122	820	4	19
6123	828	9	20
6124	1	44	21
6125	813	13	22
6126	3	6	1
6127	1	44	2
6128	20	1	3
6129	4	14	4
6130	817	3	5
6131	822	77	6
6132	825	20	7
6133	8	7	8
6134	13	19	9
6135	18	22	10
6136	826	26	11
6137	818	25	12
6138	815	11	13
6139	16	99	14
6140	154	8	15
6141	824	17	16
6142	813	13	17
6143	807	27	18
6144	820	4	19
6145	821	21	20
6146	827	45	21
6147	828	9	22
6148	1	44	1
6149	3	6	2
6150	822	77	3
6151	13	19	4
6152	825	20	5
6153	18	22	6
6154	4	14	7
6155	20	1	8
6156	817	3	9
6157	815	11	10
6158	826	26	11
6159	8	7	12
6160	818	25	13
6161	807	27	14
6162	16	99	15
6163	821	21	16
6164	813	13	17
6165	154	8	18
6166	155	10	19
6167	824	17	20
6168	820	4	21
6169	828	9	22
6170	1	44	1
6171	3	6	2
6172	817	3	3
6173	20	1	4
6174	4	14	5
6175	13	19	6
6176	8	7	7
6177	822	77	8
6178	825	20	9
6179	826	26	10
6180	18	22	11
6181	818	25	12
6182	807	27	13
6183	821	21	14
6184	815	11	15
6185	154	8	16
6186	16	99	17
6187	813	13	18
6188	824	17	19
6189	155	10	20
6190	820	4	21
6191	828	9	22
6192	3	6	1
6193	1	44	2
6194	822	77	3
6195	13	19	4
6196	4	14	5
6197	817	3	6
6198	825	20	7
6199	18	22	8
6200	20	1	9
6201	8	7	10
6202	818	25	11
6203	815	11	12
6204	826	26	13
6205	807	27	14
6206	16	99	15
6207	821	21	16
6208	813	13	17
6209	154	8	18
6210	828	9	19
6211	824	17	20
6212	155	10	21
6213	820	4	22
6214	1	44	1
6215	3	6	2
6216	822	77	3
6217	18	22	4
6218	826	26	5
6219	825	20	6
6220	817	3	7
6221	4	14	8
6222	8	7	9
6223	818	25	10
6224	20	1	11
6225	807	27	12
6226	815	11	13
6227	821	21	14
6228	16	99	15
6229	154	8	16
6230	828	9	17
6231	13	19	18
6232	155	10	19
6233	813	13	20
6234	820	4	21
6235	3	6	1
6236	1	44	2
6237	822	77	3
6238	13	19	4
6239	817	3	5
6240	4	14	6
6241	18	22	7
6242	825	20	8
6243	8	7	9
6244	16	99	10
6245	813	13	11
6246	815	11	12
6247	807	27	13
6248	826	26	14
6249	818	25	15
6250	821	21	16
6251	20	1	17
6252	154	8	18
6253	3	6	1
6254	1	44	2
6255	13	19	3
6256	822	77	4
6257	18	22	5
6258	20	1	6
6259	825	20	7
6260	4	14	8
6261	817	3	9
6262	8	7	10
6263	821	21	11
6264	807	27	12
6265	16	99	13
6266	826	26	14
6267	154	8	15
6268	818	25	16
6269	815	11	17
6270	813	13	18
6305	821	21	15
6304	154	8	14
6303	16	99	13
6302	807	27	12
6301	815	11	11
6300	818	25	10
6299	825	20	9
6298	4	14	8
6297	8	7	7
6296	18	22	6
6295	826	26	5
6294	13	19	4
6293	822	77	3
6292	1	44	2
6291	3	6	1
6306	813	13	16
6307	155	10	17
6308	829	46	18
6309	1	44	1
6310	3	6	2
6311	13	19	3
6312	20	5	4
6313	8	7	5
6314	822	77	6
6315	817	3	7
6316	832	55	8
6317	154	8	9
6318	813	13	10
6319	831	12	11
6320	830	33	12
6321	826	26	13
6322	807	27	14
6323	815	11	15
6324	828	9	16
6325	18	22	17
6326	825	20	18
6327	1	44	1
6328	20	5	2
6329	3	6	3
6330	817	3	4
6331	826	26	5
6332	830	33	6
6333	13	19	7
6334	154	8	8
6335	822	77	9
6336	828	9	10
6337	8	7	11
6338	813	13	12
6339	807	27	13
6340	815	11	14
6341	832	55	15
6342	831	12	16
6343	18	22	17
6344	4	14	18
6345	833	98	19
6346	1	44	1
6347	3	6	2
